                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2005-11-17T00:00:32.611,              1.0965E-01,              8.7040E-02,              5.8163E-02,              4.3378E-02,              3.3361E-02,              2.0119E-02,              1.2760E-02,              7.0682E-03,              3.5562E-03,              2.2359E-03,              1.6262E-03,              1.2351E-03,              9.3847E-04,         5.0,            6.5552E+01,            3.6243E+01,            2.0863E+01,            1.0666E+01,            5.9031E+00,            4.7325E+00,            3.7423E+00,            2.9829E+00,            2.2758E+00,            1.9801E+00,         5.0
2005-11-17T00:06:17.111,              1.1912E-01,              9.4535E-02,              5.8637E-02,              4.3197E-02,              3.3519E-02,              2.4714E-02,              1.7037E-02,              8.5215E-03,              4.2314E-03,              2.5014E-03,              1.7251E-03,              1.2778E-03,              9.5355E-04,         5.0,            7.0652E+01,            4.4170E+01,            2.3836E+01,            1.3905E+01,            7.2744E+00,            4.9968E+00,            3.9540E+00,            3.1534E+00,            2.4069E+00,            2.0949E+00,         5.0
2005-11-17T00:09:57.611,              1.1856E-01,              9.4083E-02,              6.1287E-02,              4.6015E-02,              3.4690E-02,              2.5315E-02,              1.7867E-02,              9.0667E-03,              4.6033E-03,              2.8653E-03,              2.0071E-03,              1.4780E-03,              1.0941E-03,         5.0,            6.4534E+01,            3.5056E+01,            1.9353E+01,            9.7014E+00,            6.0514E+00,            4.8510E+00,            3.8358E+00,            3.0573E+00,            2.3324E+00,            2.0294E+00,         5.0
2005-11-17T00:13:37.611,              1.1491E-01,              9.1170E-02,              5.1822E-02,              3.9388E-02,              3.1762E-02,              2.3958E-02,              1.7022E-02,              8.7705E-03,              4.4339E-03,              2.7692E-03,              1.9408E-03,              1.4326E-03,              1.0639E-03,         5.0,            5.2044E+01,            3.2642E+01,            1.7525E+01,            1.0478E+01,            6.3187E+00,            5.0801E+00,            4.0264E+00,            3.2152E+00,            2.4564E+00,            2.1396E+00,         5.0
2005-11-17T00:17:16.611,              1.2794E-01,              1.0154E-01,              6.3452E-02,              4.6720E-02,              3.6381E-02,              2.6524E-02,              1.8212E-02,              9.1883E-03,              4.5324E-03,              2.6854E-03,              1.8460E-03,              1.3501E-03,              9.9425E-04,         5.0,            7.3200E+01,            4.5437E+01,            2.4417E+01,            1.4318E+01,            8.1249E+00,            4.9399E+00,            3.9105E+00,            3.1196E+00,            2.3816E+00,            2.0732E+00,         5.0
2005-11-17T00:20:57.111,              1.1087E-01,              8.7994E-02,              5.9162E-02,              4.4688E-02,              3.5963E-02,              2.7014E-02,              1.8900E-02,              9.1670E-03,              4.5698E-03,              2.7805E-03,              1.9424E-03,              1.4399E-03,              1.0778E-03,         5.0,            6.6799E+01,            3.5519E+01,            1.8604E+01,            7.5610E+00,            6.7684E+00,            5.4361E+00,            4.3050E+00,            3.4354E+00,            2.6233E+00,            2.2840E+00,         5.0
2005-11-17T00:24:36.611,              1.2058E-01,              9.5706E-02,              6.1421E-02,              4.6101E-02,              3.5338E-02,              2.6039E-02,              1.8353E-02,              9.3565E-03,              4.6595E-03,              2.8653E-03,              1.9959E-03,              1.4652E-03,              1.0836E-03,         5.0,            5.3443E+01,            3.3188E+01,            1.7840E+01,            1.0220E+01,            6.2448E+00,            5.0168E+00,            3.9737E+00,            3.1715E+00,            2.4221E+00,            2.1090E+00,         5.0
2005-11-17T00:28:17.111,              7.5466E-02,              5.9882E-02,              4.1688E-02,              3.3792E-02,              2.7268E-02,              2.0806E-02,              1.4642E-02,              7.2082E-03,              3.7049E-03,              2.4840E-03,              1.8290E-03,              1.3889E-03,              1.0573E-03,         5.0,            4.7871E+01,            2.5522E+01,            1.3350E+01,            7.2797E+00,            6.5012E+00,            5.2110E+00,            4.1201E+00,            3.2836E+00,            2.5049E+00,            2.1793E+00,         5.0
2005-11-17T00:31:53.111,              1.0837E-01,              8.6018E-02,              5.8676E-02,              4.4332E-02,              3.5057E-02,              2.5637E-02,              1.8145E-02,              8.9877E-03,              4.4227E-03,              2.7449E-03,              1.9411E-03,              1.4446E-03,              1.0861E-03,         5.0,            5.4070E+01,            2.6881E+01,            1.1375E+01,            6.8655E+00,            6.1491E+00,            4.9409E+00,            3.9143E+00,            3.1246E+00,            2.3866E+00,            2.0784E+00,         5.0
2005-11-17T00:35:32.611,              1.4926E-01,              1.1844E-01,              7.1950E-02,              5.3919E-02,              4.0807E-02,              2.9240E-02,              2.0758E-02,              1.1031E-02,              5.4633E-03,              3.3072E-03,              2.2630E-03,              1.6316E-03,              1.1911E-03,         5.0,            3.6064E+01,            1.8053E+01,            8.5164E+00,            7.3265E+00,            6.5544E+00,            5.2612E+00,            4.1645E+00,            3.3220E+00,            2.5359E+00,            2.2074E+00,         5.0
2005-11-17T00:39:13.611,              1.1340E-01,              8.9982E-02,              5.3278E-02,              3.9648E-02,              3.0669E-02,              2.2381E-02,              1.5221E-02,              7.6780E-03,              3.8357E-03,              2.2555E-03,              1.5690E-03,              1.1786E-03,              8.8898E-04,         5.0,            7.1497E+01,            4.4863E+01,            2.4348E+01,            1.4053E+01,            6.8192E+00,            4.5719E+00,            3.6156E+00,            2.8822E+00,            2.1991E+00,            1.9135E+00,         5.0
