                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2006-09-03T00:01:04.780,              1.2000E-01,              9.5223E-02,              5.8399E-02,              4.4970E-02,              3.5835E-02,              2.6141E-02,              1.8271E-02,              9.5543E-03,              4.8066E-03,              3.0102E-03,              2.1352E-03,              1.5912E-03,              1.1945E-03,         5.0,            6.2383E+01,            3.3529E+01,            1.7986E+01,            7.9957E+00,            7.1616E+00,            5.7546E+00,            4.5590E+00,            3.6393E+00,            2.7797E+00,            2.4207E+00,         5.0
2006-09-03T00:04:59.780,              1.2613E-01,              1.0011E-01,              6.8143E-02,              5.1921E-02,              4.0436E-02,              2.9556E-02,              2.0617E-02,              1.0762E-02,              5.2838E-03,              3.2615E-03,              2.2814E-03,              1.6725E-03,              1.2398E-03,         5.0,            3.3235E+01,            1.6190E+01,            7.7753E+00,            7.1743E+00,            6.4146E+00,            5.1466E+00,            4.0724E+00,            3.2476E+00,            2.4786E+00,            2.1572E+00,         5.0
2006-09-03T00:09:00.280,              1.4046E-01,              1.1147E-01,              7.1190E-02,              5.3221E-02,              4.1585E-02,              2.3047E-02,              1.4210E-02,              8.4087E-03,              4.2741E-03,              2.7205E-03,              1.9961E-03,              1.5128E-03,              1.1426E-03,         5.0,            6.9602E+01,            3.8672E+01,            2.2661E+01,            1.2224E+01,            7.1187E+00,            5.7187E+00,            4.5297E+00,            3.6153E+00,            2.7611E+00,            2.4042E+00,         5.0
2006-09-03T00:13:00.280,              1.1353E-01,              9.0086E-02,              5.9636E-02,              4.6561E-02,              3.6941E-02,              2.7754E-02,              1.9652E-02,              9.7499E-03,              4.9334E-03,              3.0835E-03,              2.1706E-03,              1.6078E-03,              1.1949E-03,         5.0,            5.9625E+01,            3.2271E+01,            1.7693E+01,            8.5927E+00,            6.5820E+00,            5.2808E+00,            4.1785E+00,            3.3323E+00,            2.5433E+00,            2.2135E+00,         5.0
2006-09-03T00:16:56.280,              1.2686E-01,              1.0067E-01,              6.3405E-02,              4.8705E-02,              3.8615E-02,              2.8891E-02,              2.0411E-02,              1.0463E-02,              5.2546E-03,              3.2700E-03,              2.2931E-03,              1.6899E-03,              1.2543E-03,         5.0,            3.4540E+01,            1.9628E+01,            1.0570E+01,            8.0922E+00,            7.2441E+00,            5.8181E+00,            4.6074E+00,            3.6765E+00,            2.8074E+00,            2.4442E+00,         5.0
2006-09-03T00:20:56.780,              1.2132E-01,              9.6279E-02,              6.3035E-02,              4.8728E-02,              3.9036E-02,              2.9078E-02,              2.0377E-02,              1.0381E-02,              5.1780E-03,              3.2580E-03,              2.3039E-03,              1.7043E-03,              1.2732E-03,         5.0,            4.6324E+01,            2.3639E+01,            1.1636E+01,            7.9003E+00,            7.0759E+00,            5.6856E+00,            4.5042E+00,            3.5953E+00,            2.7461E+00,            2.3913E+00,         5.0
2006-09-03T00:24:56.780,              1.2204E-01,              9.6843E-02,              6.1623E-02,              4.7024E-02,              3.6436E-02,              2.7008E-02,              1.9250E-02,              9.8838E-03,              4.9797E-03,              3.0771E-03,              2.1634E-03,              1.6108E-03,              1.2041E-03,         5.0,            5.6502E+01,            3.1266E+01,            1.8144E+01,            9.5733E+00,            7.1698E+00,            5.7518E+00,            4.5508E+00,            3.6288E+00,            2.7694E+00,            2.4102E+00,         5.0
2006-09-03T00:28:56.281,              1.3817E-01,              1.0963E-01,              6.7537E-02,              5.0537E-02,              4.0208E-02,              2.6114E-02,              1.7322E-02,              9.7456E-03,              4.9226E-03,              3.0891E-03,              2.1986E-03,              1.6284E-03,              1.2085E-03,         5.0,            4.8273E+01,            2.9183E+01,            1.5692E+01,            8.6061E+00,            6.9116E+00,            5.5406E+00,            4.3810E+00,            3.4917E+00,            2.6638E+00,            2.3176E+00,         5.0
2006-09-03T00:32:55.781,              1.3214E-01,              1.0488E-01,              6.7752E-02,              5.0961E-02,              4.0623E-02,              2.9257E-02,              2.0490E-02,              1.0544E-02,              5.2305E-03,              3.2409E-03,              2.2735E-03,              1.6715E-03,              1.2344E-03,         5.0,            5.7454E+01,            3.0773E+01,            1.6397E+01,            7.2147E+00,            6.4552E+00,            5.1823E+00,            4.1026E+00,            3.2730E+00,            2.4988E+00,            2.1753E+00,         5.0
2006-09-03T00:36:56.281,              1.4014E-01,              1.1122E-01,              7.5684E-02,              5.7276E-02,              4.3424E-02,              3.1576E-02,              2.1850E-02,              1.1560E-02,              5.8386E-03,              3.6266E-03,              2.5655E-03,              1.9057E-03,              1.4237E-03,         5.0,            1.5639E+01,            1.0618E+01,            8.9850E+00,            8.2908E+00,            7.4131E+00,            5.9479E+00,            4.7065E+00,            3.7533E+00,            2.8646E+00,            2.4932E+00,         5.0
2006-09-03T00:40:56.781,              1.1929E-01,              9.4691E-02,              6.3991E-02,              4.7892E-02,              3.7225E-02,              2.6926E-02,              1.8785E-02,              9.6528E-03,              4.7401E-03,              2.9385E-03,              2.0625E-03,              1.5103E-03,              1.1125E-03,         5.0,            8.8330E+01,            4.9272E+01,            2.8871E+01,            1.5271E+01,            6.4613E+00,            5.1894E+00,            4.1098E+00,            3.2798E+00,            2.5047E+00,            2.1809E+00,         5.0
2006-09-03T00:44:56.781,              1.4842E-01,              1.1780E-01,              8.2190E-02,              6.1961E-02,              4.8335E-02,              3.5946E-02,              2.5373E-02,              1.3149E-02,              6.4554E-03,              3.9497E-03,              2.7427E-03,              2.0102E-03,              1.4899E-03,         5.0,            1.5754E+01,            1.0710E+01,            9.0817E+00,            8.3978E+00,            7.5233E+00,            6.0462E+00,            4.7906E+00,            3.8245E+00,            2.9214E+00,            2.5442E+00,         5.0
2006-09-03T00:48:56.281,              1.2044E-01,              9.5577E-02,              5.9897E-02,              4.4676E-02,              3.4894E-02,              2.5419E-02,              1.7523E-02,              9.0806E-03,              4.5449E-03,              2.7789E-03,              1.9584E-03,              1.4663E-03,              1.1073E-03,         5.0,            6.6826E+01,            3.6187E+01,            1.9856E+01,            9.7139E+00,            6.9710E+00,            5.5974E+00,            4.4319E+00,            3.5361E+00,            2.6999E+00,            2.3505E+00,         5.0
2006-09-03T00:52:55.781,              1.7395E-01,              1.3805E-01,              9.0224E-02,              6.6356E-02,              4.9936E-02,              3.5910E-02,              2.4716E-02,              1.2913E-02,              6.3177E-03,              3.7637E-03,              2.5574E-03,              1.8340E-03,              1.3301E-03,         5.0,            5.7180E+01,            3.0208E+01,            1.5966E+01,            7.7687E+00,            6.9406E+00,            5.5650E+00,            4.4009E+00,            3.5080E+00,            2.6764E+00,            2.3287E+00,         5.0
2006-09-03T00:56:56.281,              1.2009E-01,              9.5299E-02,              5.9807E-02,              4.5282E-02,              3.6052E-02,              2.6917E-02,              1.9171E-02,              9.7851E-03,              4.9007E-03,              3.0796E-03,              2.1732E-03,              1.6057E-03,              1.1935E-03,         5.0,            5.2637E+01,            3.2762E+01,            1.7577E+01,            9.9470E+00,            6.7403E+00,            5.4192E+00,            4.2953E+00,            3.4300E+00,            2.6206E+00,            2.2826E+00,         5.0
2006-09-03T01:00:56.281,              1.1833E-01,              9.3918E-02,              6.0786E-02,              4.5853E-02,              3.5771E-02,              2.6476E-02,              1.8572E-02,              9.4371E-03,              4.7025E-03,              2.9380E-03,              2.0764E-03,              1.5415E-03,              1.1487E-03,         5.0,            7.7348E+01,            4.1681E+01,            2.2432E+01,            9.5837E+00,            6.5222E+00,            5.2329E+00,            4.1406E+00,            3.3021E+00,            2.5203E+00,            2.1936E+00,         5.0
2006-09-03T01:04:56.781,              1.2820E-01,              1.0174E-01,              6.7603E-02,              5.1371E-02,              4.0819E-02,              3.1291E-02,              2.2016E-02,              1.1120E-02,              5.5442E-03,              3.4088E-03,              2.3834E-03,              1.7634E-03,              1.3213E-03,         5.0,            3.5196E+01,            1.7580E+01,            8.8612E+00,            8.1819E+00,            7.3201E+00,            5.8762E+00,            4.6516E+00,            3.7107E+00,            2.8328E+00,            2.4659E+00,         5.0
