                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2004-10-12T00:01:59.651,              1.1851E-03,              9.4036E-04,              6.5266E-04,              5.1406E-04,              3.3343E-04,              2.4808E-04,              1.6162E-04,              8.4943E-05,              4.1770E-05,              1.9239E-05,              1.1537E-05,              6.7542E-06,              4.4578E-06,         5.0,            4.7522E-02,            3.0406E-02,            2.0816E-02,            1.9252E-02,            1.7249E-02,            1.3864E-02,            1.0986E-02,            8.7707E-03,            6.6999E-03,            5.8350E-03,         5.0
2004-10-12T00:05:27.151,              1.2530E-03,              9.9424E-04,              7.7562E-04,              4.7261E-04,              3.4742E-04,              2.3541E-04,              1.5773E-04,              9.9641E-05,              3.8806E-05,              2.0932E-05,              1.1011E-05,              7.8392E-06,              4.7588E-06,         5.0,            6.7875E+02,            1.7087E+02,            2.4790E-02,            1.9381E-02,            1.7352E-02,            1.3938E-02,            1.1039E-02,            8.8097E-03,            6.7275E-03,            5.8575E-03,         5.0
2004-10-12T00:08:47.652,              1.2205E-03,              9.7178E-04,              7.7612E-04,              4.8458E-04,              3.6312E-04,              2.3645E-04,              1.6308E-04,              8.7742E-05,              3.7951E-05,              2.0870E-05,              1.1518E-05,              7.0203E-06,              4.8985E-06,         5.0,            6.5635E+02,            1.6500E+02,            2.1030E-02,            1.9426E-02,            1.7386E-02,            1.3960E-02,            1.1053E-02,            8.8188E-03,            6.7332E-03,            5.8617E-03,         5.0
2004-10-12T00:12:11.652,              1.1201E-03,              8.8878E-04,              7.0291E-04,              4.8723E-04,              3.8065E-04,              2.2627E-04,              1.8174E-04,              8.9479E-05,              4.2817E-05,              1.9081E-05,              1.2608E-05,              7.7789E-06,              4.6065E-06,         5.0,            1.4002E+02,            2.5934E+01,            2.2201E-02,            1.9550E-02,            1.7474E-02,            1.4016E-02,            1.1087E-02,            8.8396E-03,            6.7454E-03,            5.8699E-03,         5.0
2004-10-12T00:17:07.652,              1.1201E-03,              8.8878E-04,              7.0291E-04,              4.8723E-04,              3.8065E-04,              2.2627E-04,              1.8174E-04,              8.9479E-05,              4.2817E-05,              1.9081E-05,              1.2608E-05,              7.7789E-06,              4.6065E-06,         5.0,            1.4002E+02,            2.5934E+01,            2.2201E-02,            1.9550E-02,            1.7474E-02,            1.4016E-02,            1.1087E-02,            8.8396E-03,            6.7454E-03,            5.8699E-03,         5.0
2004-10-12T00:20:31.652,              1.1739E-03,              9.3145E-04,              6.5439E-04,              5.1498E-04,              3.3343E-04,              2.4818E-04,              1.6167E-04,              8.4960E-05,              4.1769E-05,              1.9245E-05,              1.1541E-05,              6.7568E-06,              4.4597E-06,         5.0,            4.4472E-02,            2.8454E-02,            2.0788E-02,            1.9230E-02,            1.7233E-02,            1.3853E-02,            1.0979E-02,            8.7661E-03,            6.6969E-03,            5.8328E-03,         5.0
2004-10-12T00:23:51.152,              1.0698E-03,              8.5184E-04,              6.8036E-04,              4.4817E-04,              3.3557E-04,              2.4973E-04,              1.6240E-04,              8.5245E-05,              4.1790E-05,              1.9323E-05,              1.1595E-05,              6.7921E-06,              4.4846E-06,         5.0,            3.6902E-02,            2.4970E-02,            2.1125E-02,            1.9487E-02,            1.7420E-02,            1.3974E-02,            1.1055E-02,            8.8148E-03,            6.7269E-03,            5.8542E-03,         5.0
2004-10-12T00:27:15.152,              1.1270E-03,              8.9425E-04,              6.8571E-04,              4.4913E-04,              3.3595E-04,              2.4974E-04,              1.6254E-04,              8.5308E-05,              4.1902E-05,              1.9331E-05,              1.1599E-05,              6.7944E-06,              4.4862E-06,         5.0,            3.6903E-02,            2.4962E-02,            2.1119E-02,            1.9483E-02,            1.7417E-02,            1.3972E-02,            1.1054E-02,            8.8142E-03,            6.7266E-03,            5.8540E-03,         5.0
2004-10-12T00:30:38.652,              1.6149E-04,              1.3072E-04,              1.1172E-04,              1.0848E-04,              1.0243E-04,              9.3957E-05,              8.3990E-05,              7.3444E-05,              6.3027E-05,              5.3219E-05,              4.4303E-05,              3.6413E-05,              2.9580E-05,         5.0,            1.9269E+02,            1.2321E+02,            6.0351E+01,            3.0676E+01,            1.5413E+01,            8.2531E+00,            4.7776E+00,            2.8718E+00,            1.8133E+00,            1.3402E+00,         5.0
2004-10-12T00:34:03.152,              6.3234E-02,              5.0214E-02,              3.6707E-02,              2.9819E-02,              2.4143E-02,              1.9567E-02,              1.4790E-02,              7.1900E-03,              3.6862E-03,              2.5844E-03,              1.9029E-03,              1.4169E-03,              1.0511E-03,         5.0,            1.1559E+01,            7.8426E+00,            6.6304E+00,            6.1119E+00,            5.4595E+00,            4.3765E+00,            3.4602E+00,            2.7576E+00,            2.1034E+00,            1.8298E+00,         5.0
2004-10-12T00:37:27.152,              4.5440E-02,              3.6991E-02,              3.0537E-02,              2.5210E-02,              2.0671E-02,              1.6785E-02,              1.3267E-02,              5.9392E-03,              3.0120E-03,              2.2204E-03,              1.7024E-03,              1.3027E-03,              9.8496E-04,         5.0,            1.8540E+01,            1.1779E+01,            7.1200E+00,            6.2734E+00,            5.6077E+00,            4.4980E+00,            3.5581E+00,            2.8366E+00,            2.1644E+00,            1.8833E+00,         5.0
2004-10-12T00:40:50.652,              8.0885E-02,              6.4226E-02,              4.7140E-02,              3.6998E-02,              2.9240E-02,              2.2898E-02,              1.6900E-02,              8.4380E-03,              4.3131E-03,              2.8791E-03,              2.0554E-03,              1.4950E-03,              1.0890E-03,         5.0,            1.0843E+01,            7.3637E+00,            6.2337E+00,            5.7541E+00,            5.1462E+00,            4.1295E+00,            3.2676E+00,            2.6057E+00,            1.9885E+00,            1.7305E+00,         5.0
2004-10-12T00:44:14.652,              1.0350E-03,              8.2127E-04,              6.5444E-04,              5.1476E-04,              3.3371E-04,              2.4835E-04,              1.6177E-04,              8.4994E-05,              4.1788E-05,              1.9246E-05,              1.1542E-05,              6.7569E-06,              4.4597E-06,         5.0,            4.7641E-02,            3.0482E-02,            2.0795E-02,            1.9236E-02,            1.7237E-02,            1.3856E-02,            1.0981E-02,            8.7672E-03,            6.6976E-03,            5.8333E-03,         5.0
2004-10-12T00:47:39.152,              1.1646E-03,              9.2406E-04,              7.0487E-04,              4.7811E-04,              3.7952E-04,              2.3119E-04,              1.5491E-04,              8.9149E-05,              4.2635E-05,              1.8879E-05,              1.2437E-05,              7.6626E-06,              4.6123E-06,         5.0,            1.3704E+02,            2.5118E+01,            2.2548E-02,            1.9547E-02,            1.7472E-02,            1.4014E-02,            1.1086E-02,            8.8393E-03,            6.7452E-03,            5.8698E-03,         5.0
2004-10-12T00:52:31.652,              1.2017E-03,              9.5687E-04,              7.6422E-04,              5.2596E-04,              3.2911E-04,              2.4417E-04,              1.6395E-04,              8.9807E-05,              4.3017E-05,              1.9133E-05,              1.2641E-05,              7.8029E-06,              4.6413E-06,         5.0,            1.4724E+02,            2.7706E+01,            2.1177E-02,            1.9537E-02,            1.7465E-02,            1.4010E-02,            1.1084E-02,            8.8379E-03,            6.7445E-03,            5.8695E-03,         5.0
2004-10-12T00:55:55.152,              1.1886E-03,              9.4641E-04,              7.5586E-04,              5.2829E-04,              3.2732E-04,              2.3858E-04,              1.6029E-04,              9.0117E-05,              4.3238E-05,              1.9383E-05,              1.1015E-05,              7.6777E-06,              4.6306E-06,         5.0,            1.6239E+02,            3.1894E+01,            2.1183E-02,            1.9541E-02,            1.7468E-02,            1.4012E-02,            1.1085E-02,            8.8385E-03,            6.7448E-03,            5.8696E-03,         5.0
2004-10-12T00:59:19.652,              1.2781E-03,              1.0142E-03,              7.3907E-04,              4.9526E-04,              3.7202E-04,              2.4590E-04,              1.6838E-04,              8.9782E-05,              3.8198E-05,              2.0996E-05,              1.1738E-05,              7.1375E-06,              4.9669E-06,         5.0,            6.7547E+02,            1.6994E+02,            2.0930E-02,            1.9349E-02,            1.7329E-02,            1.3924E-02,            1.1030E-02,            8.8035E-03,            6.7236E-03,            5.8548E-03,         5.0
2004-10-12T01:02:43.652,              1.2781E-03,              1.0142E-03,              7.3907E-04,              4.9526E-04,              3.7202E-04,              2.4590E-04,              1.6838E-04,              8.9782E-05,              3.8198E-05,              2.0996E-05,              1.1738E-05,              7.1375E-06,              4.9669E-06,         5.0,            6.7547E+02,            1.6994E+02,            2.0930E-02,            1.9349E-02,            1.7329E-02,            1.3924E-02,            1.1030E-02,            8.8035E-03,            6.7236E-03,            5.8548E-03,         5.0
2004-10-12T01:06:07.652,              1.0722E-03,              8.5379E-04,              6.8192E-04,              4.4883E-04,              3.3417E-04,              2.4939E-04,              1.6234E-04,              8.5195E-05,              4.1829E-05,              1.9319E-05,              1.1593E-05,              6.7907E-06,              4.4837E-06,         5.0,            3.6932E-02,            2.4965E-02,            2.1121E-02,            1.9485E-02,            1.7418E-02,            1.3972E-02,            1.1054E-02,            8.8144E-03,            6.7268E-03,            5.8541E-03,         5.0
2004-10-12T01:09:31.652,              1.1921E-03,              9.4588E-04,              6.7482E-04,              5.1094E-04,              3.4045E-04,              2.3585E-04,              1.7651E-04,              9.4987E-05,              3.8634E-05,              1.9067E-05,              1.1861E-05,              7.8531E-06,              4.6085E-06,         5.0,            3.7017E-02,            2.5119E-02,            2.1240E-02,            1.9584E-02,            1.7497E-02,            1.4030E-02,            1.1096E-02,            8.8446E-03,            6.7481E-03,            5.8716E-03,         5.0
2004-10-12T01:12:55.152,              1.2355E-03,              9.8033E-04,              7.3125E-04,              4.9862E-04,              3.7432E-04,              2.5011E-04,              1.8209E-04,              9.5867E-05,              4.2132E-05,              2.1360E-05,              1.0904E-05,              7.3545E-06,              4.8738E-06,         5.0,            7.5735E+02,            1.9052E+02,            2.4979E-02,            1.9389E-02,            1.7359E-02,            1.3942E-02,            1.1042E-02,            8.8113E-03,            6.7284E-03,            5.8583E-03,         5.0
2004-10-12T01:16:18.652,              1.3158E-03,              1.0441E-03,              6.8343E-04,              4.8756E-04,              3.8757E-04,              2.6657E-04,              1.5967E-04,              9.6719E-05,              4.1662E-05,              2.1554E-05,              1.2260E-05,              7.2698E-06,              4.8633E-06,         5.0,            9.9803E+02,            2.3309E+02,            2.0834E-02,            1.9274E-02,            1.7273E-02,            1.3886E-02,            1.1005E-02,            8.7868E-03,            6.7127E-03,            5.8464E-03,         5.0
