                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2006-10-23T00:00:01.052,              1.6558E-01,              1.3141E-01,              8.4092E-02,              6.0928E-02,              4.5481E-02,              3.1401E-02,              2.1222E-02,              1.1105E-02,              5.4838E-03,              3.2528E-03,              2.2361E-03,              1.6338E-03,              1.2032E-03,         5.0,            7.2037E+01,            3.8984E+01,            2.1462E+01,            1.0649E+01,            6.3565E+00,            5.1046E+00,            4.0420E+00,            3.2253E+00,            2.4628E+00,            2.1442E+00,         5.0
2006-10-23T00:04:01.052,              1.4160E-01,              1.1237E-01,              6.8436E-02,              5.1810E-02,              4.0390E-02,              2.9655E-02,              2.0518E-02,              1.0691E-02,              5.3053E-03,              3.2386E-03,              2.2587E-03,              1.6664E-03,              1.2357E-03,         5.0,            7.7816E+01,            4.1826E+01,            2.2482E+01,            9.9570E+00,            6.8959E+00,            5.5287E+00,            4.3721E+00,            3.4850E+00,            2.6589E+00,            2.3135E+00,         5.0
2006-10-23T00:08:01.052,              1.1590E-01,              9.1968E-02,              5.6347E-02,              4.3163E-02,              3.4001E-02,              2.5570E-02,              1.8190E-02,              9.1812E-03,              4.6613E-03,              2.9232E-03,              2.0675E-03,              1.5373E-03,              1.1482E-03,         5.0,            9.4870E+01,            5.9714E+01,            3.2094E+01,            1.9099E+01,            1.0761E+01,            6.0818E+00,            4.8105E+00,            3.8350E+00,            2.9263E+00,            2.5464E+00,         5.0
2006-10-23T00:12:01.553,              1.4814E-01,              1.1756E-01,              7.2605E-02,              5.4370E-02,              4.3540E-02,              3.1394E-02,              2.1551E-02,              1.1196E-02,              5.5577E-03,              3.4005E-03,              2.3681E-03,              1.7392E-03,              1.2865E-03,         5.0,            3.8698E+01,            2.3246E+01,            1.2432E+01,            7.8512E+00,            7.0252E+00,            5.6402E+00,            4.4651E+00,            3.5622E+00,            2.7195E+00,            2.3674E+00,         5.0
2006-10-23T00:16:01.553,              1.0411E-01,              8.2611E-02,              4.9488E-02,              3.7864E-02,              2.6009E-02,              1.9010E-02,              1.3960E-02,              7.6046E-03,              3.9776E-03,              2.4976E-03,              1.7892E-03,              1.3627E-03,              1.0376E-03,         5.0,            7.0918E+01,            4.4482E+01,            2.3881E+01,            1.4049E+01,            7.7096E+00,            5.4940E+00,            4.3514E+00,            3.4727E+00,            2.6520E+00,            2.3092E+00,         5.0
2006-10-23T00:20:01.053,              1.3652E-01,              1.0834E-01,              6.9826E-02,              5.2476E-02,              4.1155E-02,              2.9195E-02,              2.0061E-02,              1.0546E-02,              5.2281E-03,              3.1854E-03,              2.2334E-03,              1.6533E-03,              1.2335E-03,         5.0,            4.6024E+01,            2.3179E+01,            1.0508E+01,            7.5719E+00,            6.7625E+00,            5.4206E+00,            4.2858E+00,            3.4157E+00,            2.6056E+00,            2.2669E+00,         5.0
2006-10-23T00:24:01.053,              1.0963E-01,              8.7000E-02,              5.0770E-02,              3.8852E-02,              3.1165E-02,              2.3806E-02,              1.7171E-02,              8.7282E-03,              4.3900E-03,              2.8204E-03,              2.0126E-03,              1.4921E-03,              1.1101E-03,         5.0,            6.5995E+01,            4.1249E+01,            2.2126E+01,            1.2903E+01,            6.9257E+00,            5.5441E+00,            4.3872E+00,            3.4988E+00,            2.6705E+00,            2.3243E+00,         5.0
2006-10-23T00:28:01.053,              1.4884E-01,              1.1811E-01,              7.0223E-02,              5.2514E-02,              4.1456E-02,              3.1343E-02,              2.2191E-02,              1.1150E-02,              5.5639E-03,              3.3906E-03,              2.3548E-03,              1.7318E-03,              1.2811E-03,         5.0,            6.3978E+01,            3.5169E+01,            2.0105E+01,            1.0272E+01,            7.0166E+00,            5.6251E+00,            4.4481E+00,            3.5454E+00,            2.7048E+00,            2.3534E+00,         5.0
2006-10-23T00:32:01.553,              1.4976E-01,              1.1885E-01,              7.3848E-02,              5.4503E-02,              4.2574E-02,              2.9870E-02,              1.9869E-02,              1.0216E-02,              5.0390E-03,              2.9310E-03,              2.0408E-03,              1.5341E-03,              1.1563E-03,         5.0,            1.1672E+02,            6.5209E+01,            3.8447E+01,            2.0733E+01,            8.4846E+00,            6.0780E+00,            4.8066E+00,            3.8315E+00,            2.9234E+00,            2.5438E+00,         5.0
2006-10-23T00:36:01.553,              1.5623E-01,              1.2399E-01,              8.1282E-02,              5.9963E-02,              4.5875E-02,              3.2244E-02,              2.2172E-02,              1.1856E-02,              5.8251E-03,              3.5556E-03,              2.4738E-03,              1.8078E-03,              1.3374E-03,         5.0,            6.9344E+01,            3.6819E+01,            1.9139E+01,            7.8015E+00,            6.9842E+00,            5.6097E+00,            4.4427E+00,            3.5454E+00,            2.7074E+00,            2.3574E+00,         5.0
