                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2005-06-23T00:05:27.553,              9.5284E-02,              7.5614E-02,              4.8612E-02,              3.7448E-02,              2.8940E-02,              2.1637E-02,              1.5559E-02,              7.9391E-03,              4.0152E-03,              2.5612E-03,              1.8153E-03,              1.3404E-03,              9.9490E-04,         5.0,            6.4811E+01,            3.5033E+01,            1.9141E+01,            9.2865E+00,            5.8022E+00,            4.6573E+00,            3.6866E+00,            2.9408E+00,            2.2450E+00,            1.9542E+00,         5.0
2005-06-23T00:09:03.053,              1.0812E-01,              8.5806E-02,              5.6521E-02,              4.1867E-02,              3.1904E-02,              2.3252E-02,              1.6193E-02,              8.2089E-03,              4.0857E-03,              2.5013E-03,              1.7490E-03,              1.2922E-03,              9.6693E-04,         5.0,            3.2465E+01,            1.6598E+01,            8.3059E+00,            5.5564E+00,            4.9783E+00,            4.0012E+00,            3.1705E+00,            2.5312E+00,            1.9336E+00,            1.6840E+00,         5.0
2005-06-23T00:12:43.053,              8.8254E-02,              7.0027E-02,              4.4171E-02,              3.4383E-02,              2.7320E-02,              2.0065E-02,              1.4076E-02,              7.3181E-03,              3.7128E-03,              2.3857E-03,              1.7040E-03,              1.2606E-03,              9.3541E-04,         5.0,            5.8416E+01,            3.5453E+01,            1.9902E+01,            1.1330E+01,            5.7372E+00,            4.6031E+00,            3.6423E+00,            2.9047E+00,            2.2170E+00,            1.9296E+00,         5.0
2005-06-23T00:16:23.053,              9.1125E-02,              7.2313E-02,              4.5167E-02,              3.4689E-02,              2.8007E-02,              1.9874E-02,              1.3573E-02,              7.0905E-03,              3.5934E-03,              2.2950E-03,              1.6467E-03,              1.2250E-03,              9.1605E-04,         5.0,            7.7061E+01,            4.8666E+01,            2.6150E+01,            1.5604E+01,            8.7868E+00,            4.6406E+00,            3.6771E+00,            2.9357E+00,            2.2426E+00,            1.9532E+00,         5.0
2005-06-23T00:20:03.053,              9.3436E-02,              7.4129E-02,              4.2189E-02,              3.1457E-02,              2.5321E-02,              1.9157E-02,              1.3272E-02,              6.5360E-03,              3.3354E-03,              2.0310E-03,              1.4313E-03,              1.0778E-03,              8.1665E-04,         5.0,            1.0211E+02,            6.4815E+01,            3.4764E+01,            2.1288E+01,            1.3219E+01,            6.9139E+00,            5.4376E+00,            3.6472E+00,            2.4168E+00,            2.1039E+00,         5.0
2005-06-23T00:23:39.053,              1.2558E-01,              9.9656E-02,              6.5732E-02,              4.8999E-02,              3.7142E-02,              2.6897E-02,              1.8728E-02,              9.8757E-03,              4.8549E-03,              2.9508E-03,              2.0397E-03,              1.4812E-03,              1.0901E-03,         5.0,            5.2376E+01,            2.6553E+01,            1.3198E+01,            6.9279E+00,            6.1873E+00,            4.9596E+00,            3.9213E+00,            3.1252E+00,            2.3841E+00,            2.0742E+00,         5.0
2005-06-23T00:27:18.553,              1.2800E-01,              1.0158E-01,              6.0543E-02,              4.4587E-02,              3.4293E-02,              2.5381E-02,              1.7979E-02,              9.3349E-03,              4.6441E-03,              2.8359E-03,              1.9623E-03,              1.4332E-03,              1.0571E-03,         5.0,            3.8056E+01,            2.1556E+01,            1.1542E+01,            6.4660E+00,            5.7930E+00,            4.6558E+00,            3.6889E+00,            2.9449E+00,            2.2494E+00,            1.9589E+00,         5.0
2005-06-23T00:30:59.053,              1.0663E-01,              8.4623E-02,              5.4401E-02,              4.1045E-02,              3.2647E-02,              2.3974E-02,              1.6840E-02,              8.6762E-03,              4.2688E-03,              2.6411E-03,              1.8634E-03,              1.3803E-03,              1.0331E-03,         5.0,            4.5579E+01,            2.3334E+01,            1.1927E+01,            6.3179E+00,            5.6531E+00,            4.5386E+00,            3.5932E+00,            2.8667E+00,            2.1887E+00,            1.9054E+00,         5.0
2005-06-23T00:34:39.553,              1.1600E-01,              9.2074E-02,              6.4476E-02,              4.7910E-02,              3.6431E-02,              2.7070E-02,              1.8803E-02,              9.2553E-03,              4.5806E-03,              2.7536E-03,              1.9002E-03,              1.3939E-03,              1.0328E-03,         5.0,            4.9847E+01,            2.6619E+01,            1.4193E+01,            6.4542E+00,            5.7679E+00,            4.6258E+00,            3.6590E+00,            2.9171E+00,            2.2259E+00,            1.9370E+00,         5.0
2005-06-23T00:38:19.553,              1.1733E-01,              9.3103E-02,              5.6774E-02,              4.2902E-02,              3.4362E-02,              2.5271E-02,              1.7855E-02,              9.3247E-03,              4.6532E-03,              2.9097E-03,              2.0398E-03,              1.4973E-03,              1.1072E-03,         5.0,            3.4050E+01,            1.8460E+01,            1.0364E+01,            6.9800E+00,            6.2359E+00,            4.9999E+00,            3.9540E+00,            3.1517E+00,            2.4046E+00,            2.0922E+00,         5.0
