                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2006-10-16T00:00:21.446,              1.2793E-01,              1.0153E-01,              6.4801E-02,              4.9638E-02,              3.9615E-02,              3.0147E-02,              2.1148E-02,              1.0462E-02,              5.2020E-03,              3.1976E-03,              2.2493E-03,              1.6735E-03,              1.2470E-03,         5.0,            8.6175E+01,            4.6814E+01,            2.5673E+01,            1.2436E+01,            6.7505E+00,            5.4248E+00,            4.2982E+00,            3.4315E+00,            2.6213E+00,            2.2830E+00,         5.0
2006-10-16T00:04:20.946,              1.3896E-01,              1.1028E-01,              6.8094E-02,              5.0537E-02,              3.7927E-02,              2.7752E-02,              1.9556E-02,              1.0114E-02,              5.0500E-03,              3.1145E-03,              2.1675E-03,              1.5777E-03,              1.1566E-03,         5.0,            7.6709E+01,            4.2382E+01,            2.4402E+01,            1.2539E+01,            6.0572E+00,            4.8685E+00,            3.8579E+00,            3.0802E+00,            2.3531E+00,            2.0494E+00,         5.0
2006-10-16T00:08:20.946,              1.4125E-01,              1.1209E-01,              7.1210E-02,              5.3070E-02,              4.1214E-02,              2.6288E-02,              1.7356E-02,              9.7166E-03,              4.8837E-03,              3.0526E-03,              2.1674E-03,              1.5992E-03,              1.1817E-03,         5.0,            6.0933E+01,            3.3436E+01,            1.9113E+01,            1.0175E+01,            6.6739E+00,            5.3519E+00,            4.2330E+00,            3.3746E+00,            2.5749E+00,            2.2406E+00,         5.0
2006-10-16T00:12:20.946,              1.6293E-01,              1.2929E-01,              8.0912E-02,              5.9395E-02,              4.5808E-02,              3.1344E-02,              2.1427E-02,              1.1582E-02,              5.7445E-03,              3.5049E-03,              2.4284E-03,              1.7690E-03,              1.2963E-03,         5.0,            4.8065E+01,            2.5783E+01,            1.4129E+01,            7.6318E+00,            6.8153E+00,            5.4625E+00,            4.3186E+00,            3.4415E+00,            2.6253E+00,            2.2839E+00,         5.0
2006-10-16T00:16:20.946,              1.1365E-01,              9.0175E-02,              5.4121E-02,              4.1475E-02,              3.3463E-02,              2.5295E-02,              1.8012E-02,              9.1137E-03,              4.6217E-03,              2.9487E-03,              2.0899E-03,              1.5394E-03,              1.1380E-03,         5.0,            6.6062E+01,            4.1329E+01,            2.2097E+01,            1.3167E+01,            7.9981E+00,            5.5734E+00,            4.4079E+00,            3.5138E+00,            2.6810E+00,            2.3327E+00,         5.0
2006-10-16T00:20:21.446,              1.2844E-01,              1.0192E-01,              6.4704E-02,              4.9625E-02,              3.8329E-02,              2.6597E-02,              1.8226E-02,              9.8436E-03,              4.9755E-03,              3.1047E-03,              2.2001E-03,              1.6329E-03,              1.2135E-03,         5.0,            3.8973E+01,            2.3879E+01,            1.2787E+01,            7.3846E+00,            6.6009E+00,            5.2949E+00,            4.1889E+00,            3.3399E+00,            2.5488E+00,            2.2181E+00,         5.0
2006-10-16T00:24:21.446,              1.3471E-01,              1.0691E-01,              7.0324E-02,              5.3134E-02,              4.2361E-02,              3.1958E-02,              2.2887E-02,              1.1411E-02,              5.6758E-03,              3.5410E-03,              2.4543E-03,              1.7773E-03,              1.2964E-03,         5.0,            5.1650E+01,            2.7205E+01,            1.4029E+01,            7.3848E+00,            6.6046E+00,            5.3002E+00,            4.1946E+00,            3.3455E+00,            2.5536E+00,            2.2226E+00,         5.0
2006-10-16T00:28:20.946,              1.1620E-01,              9.2211E-02,              5.6590E-02,              4.3070E-02,              3.3508E-02,              2.4162E-02,              1.6888E-02,              8.9630E-03,              4.5170E-03,              2.8409E-03,              2.0298E-03,              1.5198E-03,              1.1439E-03,         5.0,            6.5567E+01,            3.8314E+01,            2.2004E+01,            1.2319E+01,            6.8043E+00,            5.4577E+00,            4.3174E+00,            3.4424E+00,            2.6270E+00,            2.2862E+00,         5.0
2006-10-16T00:32:20.946,              1.4255E-01,              1.1314E-01,              7.5473E-02,              5.6922E-02,              4.4474E-02,              3.2141E-02,              2.2344E-02,              1.1456E-02,              5.6401E-03,              3.4579E-03,              2.3992E-03,              1.7473E-03,              1.2825E-03,         5.0,            6.8387E+01,            3.6329E+01,            1.8982E+01,            7.5493E+00,            6.5127E+00,            5.2354E+00,            4.1490E+00,            3.3128E+00,            2.5309E+00,            2.2043E+00,         5.0
2006-10-16T00:36:20.946,              1.4401E-01,              1.1430E-01,              7.3210E-02,              5.4598E-02,              4.0601E-02,              2.9183E-02,              2.0309E-02,              1.0546E-02,              5.2553E-03,              3.1801E-03,              2.2065E-03,              1.6253E-03,              1.2046E-03,         5.0,            6.2517E+01,            3.8062E+01,            2.0552E+01,            1.1658E+01,            7.0291E+00,            5.6457E+00,            4.4711E+00,            3.5681E+00,            2.7247E+00,            2.3724E+00,         5.0
2006-10-16T00:40:21.446,              1.4626E-01,              1.1609E-01,              7.7650E-02,              5.8080E-02,              4.4030E-02,              3.0300E-02,              2.0411E-02,              1.0782E-02,              5.2647E-03,              3.1761E-03,              2.2140E-03,              1.6295E-03,              1.2095E-03,         5.0,            6.5692E+01,            3.3613E+01,            1.6458E+01,            7.0031E+00,            6.2713E+00,            5.0384E+00,            3.9911E+00,            3.1856E+00,            2.4331E+00,            2.1187E+00,         5.0
2006-10-16T00:44:21.446,              1.1359E-01,              9.0165E-02,              6.1196E-02,              4.6829E-02,              3.6627E-02,              2.7881E-02,              2.0061E-02,              1.0028E-02,              4.9810E-03,              3.1284E-03,              2.2049E-03,              1.6282E-03,              1.2066E-03,         5.0,            7.3785E+01,            4.1077E+01,            2.3957E+01,            1.2538E+01,            6.7946E+00,            5.4555E+00,            4.3195E+00,            3.4464E+00,            2.6315E+00,            2.2910E+00,         5.0
