                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2006-08-01T00:00:23.286,              1.3102E-01,              1.0397E-01,              6.3516E-02,              4.7438E-02,              3.7713E-02,              2.6185E-02,              1.7664E-02,              9.4624E-03,              4.7276E-03,              2.9121E-03,              2.0538E-03,              1.5241E-03,              1.1328E-03,         5.0,            6.2773E+01,            3.4801E+01,            2.0305E+01,            1.0875E+01,            6.3357E+00,            5.0855E+00,            4.0255E+00,            3.2111E+00,            2.4514E+00,            2.1339E+00,         5.0
2006-08-01T00:04:23.786,              1.6404E-01,              1.3019E-01,              8.2534E-02,              6.0929E-02,              4.5812E-02,              3.2365E-02,              2.2293E-02,              1.1698E-02,              5.7012E-03,              3.3799E-03,              2.3203E-03,              1.6887E-03,              1.2419E-03,         5.0,            1.0235E+02,            5.4256E+01,            2.8163E+01,            1.0930E+01,            6.8555E+00,            5.4969E+00,            4.3474E+00,            3.4655E+00,            2.6442E+00,            2.3008E+00,         5.0
2006-08-01T00:08:24.286,              1.5626E-01,              1.2402E-01,              8.1931E-02,              5.9995E-02,              4.6560E-02,              3.4086E-02,              2.3720E-02,              1.2087E-02,              5.9202E-03,              3.5657E-03,              2.4547E-03,              1.7832E-03,              1.3067E-03,         5.0,            6.1911E+01,            3.2976E+01,            1.7312E+01,            7.4609E+00,            6.6664E+00,            5.3458E+00,            4.2281E+00,            3.3706E+00,            2.5718E+00,            2.2379E+00,         5.0
2006-08-01T00:12:24.286,              1.5691E-01,              1.2453E-01,              7.7424E-02,              5.7832E-02,              4.5031E-02,              3.2351E-02,              2.2317E-02,              1.1484E-02,              5.6535E-03,              3.4224E-03,              2.3687E-03,              1.7309E-03,              1.2711E-03,         5.0,            7.7665E+01,            4.2973E+01,            2.4910E+01,            1.3093E+01,            6.9352E+00,            5.5745E+00,            4.4175E+00,            3.5270E+00,            2.6944E+00,            2.3468E+00,         5.0
2006-08-01T00:16:23.786,              1.0684E-01,              8.4777E-02,              5.1887E-02,              4.0015E-02,              3.2287E-02,              2.4530E-02,              1.7637E-02,              8.9421E-03,              4.5220E-03,              2.8918E-03,              2.0623E-03,              1.5338E-03,              1.1419E-03,         5.0,            4.9211E+01,            3.0730E+01,            1.6458E+01,            9.4560E+00,            6.6186E+00,            5.3061E+00,            4.1958E+00,            3.3443E+00,            2.5514E+00,            2.2199E+00,         5.0
2006-08-01T00:20:23.786,              1.5165E-01,              1.2038E-01,              8.3081E-02,              6.1269E-02,              4.5553E-02,              3.3067E-02,              2.3069E-02,              1.1709E-02,              5.7227E-03,              3.4667E-03,              2.3948E-03,              1.7433E-03,              1.2824E-03,         5.0,            6.4403E+01,            3.2723E+01,            1.5044E+01,            7.4299E+00,            6.6506E+00,            5.3412E+00,            4.2297E+00,            3.3752E+00,            2.5773E+00,            2.2440E+00,         5.0
2006-08-01T00:24:23.786,              1.2859E-01,              1.0206E-01,              6.5818E-02,              4.9117E-02,              3.7500E-02,              2.6969E-02,              1.8155E-02,              9.2191E-03,              4.5744E-03,              2.6313E-03,              1.8294E-03,              1.3848E-03,              1.0568E-03,         5.0,            4.9727E+01,            3.0357E+01,            1.6323E+01,            8.9892E+00,            6.4428E+00,            5.1780E+00,            4.1028E+00,            3.2754E+00,            2.5019E+00,            2.1788E+00,         5.0
2006-08-01T00:28:23.786,              1.1644E-01,              9.2406E-02,              5.5233E-02,              4.2032E-02,              3.3910E-02,              2.5398E-02,              1.7903E-02,              9.2132E-03,              4.5937E-03,              2.9003E-03,              2.0684E-03,              1.5480E-03,              1.1622E-03,         5.0,            5.8969E+01,            3.2870E+01,            1.9328E+01,            1.0419E+01,            6.7208E+00,            5.3886E+00,            4.2615E+00,            3.3970E+00,            2.5918E+00,            2.2552E+00,         5.0
2006-08-01T00:32:24.286,              1.0443E-01,              8.2869E-02,              5.2889E-02,              4.1414E-02,              3.3306E-02,              2.5156E-02,              1.7935E-02,              9.0792E-03,              4.6255E-03,              2.9697E-03,              2.1200E-03,              1.5768E-03,              1.1741E-03,         5.0,            4.3032E+01,            2.6730E+01,            1.4265E+01,            8.0819E+00,            6.5928E+00,            5.2862E+00,            4.1806E+00,            3.3325E+00,            2.5426E+00,            2.2123E+00,         5.0
2006-08-01T00:36:23.286,              1.1638E-01,              9.2384E-02,              6.1701E-02,              4.6670E-02,              3.5847E-02,              2.6522E-02,              1.9037E-02,              9.6966E-03,              4.7894E-03,              2.9772E-03,              2.0860E-03,              1.5306E-03,              1.1283E-03,         5.0,            6.3247E+01,            3.4972E+01,            2.0240E+01,            1.0603E+01,            6.3261E+00,            5.0753E+00,            4.0157E+00,            3.2023E+00,            2.4440E+00,            2.1270E+00,         5.0
