                   TIME, FPDO_Energy (14.50 MeV), FPDO_Energy (17.63 MeV), FPDO_Energy (20.69 MeV), FPDO_Energy (24.62 MeV), FPDO_Energy (29.31 MeV), FPDO_Energy (36.44 MeV), FPDO_Energy (44.33 MeV), FPDO_Energy (56.33 MeV), FPDO_Energy (73.16 MeV), FPDO_Energy (89.00 MeV),FPDO_Energy (116.40 MeV),FPDO_Energy (146.88 MeV),FPDO_Energy (194.00 MeV),FPDO Quality,FEDO_Energy (0.65 MeV),FEDO_Energy (0.73 MeV),FEDO_Energy (0.83 MeV),FEDO_Energy (0.93 MeV),FEDO_Energy (1.06 MeV),FEDO_Energy (1.19 MeV),FEDO_Energy (1.35 MeV),FEDO_Energy (1.52 MeV),FEDO_Energy (1.71 MeV),FEDO_Energy (1.93 MeV),FEDO Quality
2005-06-20T00:00:35.009,              8.2447E-02,              6.5427E-02,              4.2223E-02,              3.2974E-02,              2.6234E-02,              2.0098E-02,              1.4292E-02,              7.0988E-03,              3.6149E-03,              2.2720E-03,              1.6192E-03,              1.2202E-03,              9.2131E-04,         5.0,            6.5868E+01,            4.1311E+01,            2.2156E+01,            1.2890E+01,            7.1337E+00,            5.7206E+00,            4.5245E+00,            3.6069E+00,            2.7522E+00,            2.3948E+00,         5.0
2005-06-20T00:04:14.509,              1.3195E-01,              1.0472E-01,              6.7827E-02,              5.0205E-02,              3.8080E-02,              2.6548E-02,              1.8098E-02,              9.7939E-03,              4.8269E-03,              2.9334E-03,              2.0520E-03,              1.5133E-03,              1.1320E-03,         5.0,            5.0934E+01,            2.5946E+01,            1.2059E+01,            7.2874E+00,            6.5311E+00,            5.2507E+00,            4.1615E+00,            3.3230E+00,            2.5388E+00,            2.2114E+00,         5.0
2005-06-20T00:07:55.009,              1.0032E-01,              7.9633E-02,              5.6323E-02,              4.2230E-02,              3.3586E-02,              2.3298E-02,              1.5709E-02,              8.3108E-03,              4.1278E-03,              2.5591E-03,              1.8232E-03,              1.3679E-03,              1.0337E-03,         5.0,            4.9098E+01,            2.6580E+01,            1.4581E+01,            7.4379E+00,            6.6457E+00,            5.3290E+00,            4.2147E+00,            3.3599E+00,            2.5636E+00,            2.2307E+00,         5.0
2005-06-20T00:11:30.509,              1.1706E-01,              9.2892E-02,              5.6289E-02,              4.2915E-02,              3.3679E-02,              2.5279E-02,              1.7649E-02,              8.5360E-03,              4.3142E-03,              2.6259E-03,              1.8436E-03,              1.3803E-03,              1.0405E-03,         5.0,            8.0667E+01,            4.3740E+01,            2.3915E+01,            1.1427E+01,            6.7745E+00,            5.4415E+00,            4.3097E+00,            3.4395E+00,            2.6267E+00,            2.2872E+00,         5.0
2005-06-20T00:15:11.009,              1.3042E-01,              1.0350E-01,              6.6863E-02,              4.9792E-02,              3.8359E-02,              2.7478E-02,              1.9247E-02,              1.0203E-02,              5.0417E-03,              3.0634E-03,              2.1211E-03,              1.5454E-03,              1.1414E-03,         5.0,            3.8741E+01,            1.9288E+01,            8.3645E+00,            7.2333E+00,            6.4587E+00,            5.1762E+00,            4.0920E+00,            3.2609E+00,            2.4874E+00,            2.1639E+00,         5.0
2005-06-20T00:18:51.009,              8.6381E-02,              6.8539E-02,              4.1633E-02,              3.3335E-02,              2.6893E-02,              1.9388E-02,              1.3513E-02,              7.1461E-03,              3.6591E-03,              2.3956E-03,              1.7446E-03,              1.3190E-03,              9.9778E-04,         5.0,            6.2877E+01,            3.9517E+01,            2.1183E+01,            1.2432E+01,            7.2548E+00,            5.8186E+00,            4.6027E+00,            3.6696E+00,            2.8002E+00,            2.4368E+00,         5.0
2005-06-20T00:22:31.509,              1.2414E-01,              9.8520E-02,              6.6518E-02,              5.0445E-02,              3.8493E-02,              2.7991E-02,              1.9616E-02,              1.0129E-02,              5.0060E-03,              3.0097E-03,              2.0802E-03,              1.5264E-03,              1.1359E-03,         5.0,            5.0964E+01,            2.5170E+01,            1.0516E+01,            7.2941E+00,            6.5248E+00,            5.2371E+00,            4.1454E+00,            3.3067E+00,            2.5243E+00,            2.1973E+00,         5.0
2005-06-20T00:26:11.509,              1.1981E-01,              9.5088E-02,              6.3610E-02,              4.8302E-02,              3.8397E-02,              2.7221E-02,              1.8950E-02,              9.7415E-03,              4.8298E-03,              2.9468E-03,              2.0612E-03,              1.5220E-03,              1.1357E-03,         5.0,            4.9372E+01,            2.5234E+01,            1.2318E+01,            7.5640E+00,            6.7550E+00,            5.4143E+00,            4.2807E+00,            3.4116E+00,            2.6026E+00,            2.2643E+00,         5.0
2005-06-20T00:29:51.509,              9.0986E-02,              7.2208E-02,              4.4719E-02,              3.4985E-02,              2.8219E-02,              2.1183E-02,              1.5042E-02,              7.8226E-03,              3.8924E-03,              2.5039E-03,              1.8041E-03,              1.3525E-03,              1.0173E-03,         5.0,            5.9162E+01,            3.2070E+01,            1.8208E+01,            9.2490E+00,            7.0157E+00,            5.6310E+00,            4.4570E+00,            3.5552E+00,            2.7139E+00,            2.3623E+00,         5.0
2005-06-20T00:33:31.509,              9.3990E-02,              7.4583E-02,              4.6929E-02,              3.6607E-02,              2.9370E-02,              2.2581E-02,              1.6059E-02,              7.7714E-03,              3.9845E-03,              2.5393E-03,              1.8019E-03,              1.3422E-03,              1.0045E-03,         5.0,            3.4263E+01,            1.8963E+01,            1.0843E+01,            6.9040E+00,            6.1844E+00,            4.9697E+00,            3.9374E+00,            3.1431E+00,            2.4008E+00,            2.0907E+00,         5.0
